Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,instructions
67,1692376178047,18/08/2023 16:29:38,1692376177986,1,18/08/2023 17:29:37,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,28075.10000000149,,,j,55,0,1,0,,,,,1,main task,P01.flac,
68,1692376178548,18/08/2023 16:29:38,1692376178485,1,18/08/2023 17:29:38,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,28574.10000000149,,,j,56,0,1,0,,,,,1,main task,P01.flac,
69,1692376179024,18/08/2023 16:29:39,1692376178968,1,18/08/2023 17:29:38,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,29057.400000002235,,,j,57,0,1,0,,,,,1,main task,P01.flac,
70,1692376179537,18/08/2023 16:29:39,1692376179477,1,18/08/2023 17:29:39,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,29565.800000000745,,,j,58,0,1,0,,,,,1,main task,P01.flac,
71,1692376180019,18/08/2023 16:29:40,1692376179961,1,18/08/2023 17:29:39,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,30050.20000000298,,,j,59,0,1,0,,,,,1,main task,P01.flac,
72,1692376180527,18/08/2023 16:29:40,1692376180465,1,18/08/2023 17:29:40,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,30553.60000000149,,,j,60,0,1,0,,,,,1,main task,P01.flac,
73,1692376181013,18/08/2023 16:29:41,1692376180959,1,18/08/2023 17:29:40,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,31047.800000000745,,,j,61,0,1,0,,,,,1,main task,P01.flac,
74,1692376181492,18/08/2023 16:29:41,1692376181434,1,18/08/2023 17:29:41,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,31522.800000000745,,,j,62,0,1,0,,,,,1,main task,P01.flac,
75,1692376182019,18/08/2023 16:29:42,1692376181963,1,18/08/2023 17:29:41,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,32051.900000002235,,,j,63,0,1,0,,,,,1,main task,P01.flac,
76,1692376182546,18/08/2023 16:29:42,1692376182483,1,18/08/2023 17:29:42,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,32571.70000000298,,,j,64,0,1,0,,,,,1,main task,P01.flac,
77,1692376183036,18/08/2023 16:29:43,1692376182967,1,18/08/2023 17:29:42,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,33056.20000000298,,,j,65,0,1,0,,,,,1,main task,P01.flac,
78,1692376183511,18/08/2023 16:29:43,1692376183456,1,18/08/2023 17:29:43,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,33545.300000000745,,,j,66,0,1,0,,,,,1,main task,P01.flac,
79,1692376183999,18/08/2023 16:29:43,1692376183936,1,18/08/2023 17:29:43,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,34024.70000000298,,,j,67,0,1,0,,,,,1,main task,P01.flac,
80,1692376184530,18/08/2023 16:29:44,1692376184440,1,18/08/2023 17:29:44,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,34529.20000000298,,,j,68,0,1,0,,,,,1,main task,P01.flac,
81,1692376185018,18/08/2023 16:29:45,1692376184963,1,18/08/2023 17:29:44,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,35052.20000000298,,,j,69,0,1,0,,,,,1,main task,P01.flac,
82,1692376185543,18/08/2023 16:29:45,1692376185485,1,18/08/2023 17:29:45,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,35573.900000002235,,,j,70,0,1,0,,,,,1,main task,P01.flac,
83,1692376186041,18/08/2023 16:29:46,1692376185981,1,18/08/2023 17:29:45,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,36070.20000000298,,,j,71,0,1,0,,,,,1,main task,P01.flac,
84,1692376186561,18/08/2023 16:29:46,1692376186469,1,18/08/2023 17:29:46,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,36558,,,j,72,0,1,0,,,,,1,main task,P01.flac,
85,1692376187031,18/08/2023 16:29:47,1692376186972,1,18/08/2023 17:29:46,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,37061.300000000745,,,j,73,0,1,0,,,,,1,main task,P01.flac,
86,1692376187545,18/08/2023 16:29:47,1692376187452,1,18/08/2023 17:29:47,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,37541.300000000745,,,j,74,0,1,0,,,,,1,main task,P01.flac,
87,1692376188017,18/08/2023 16:29:48,1692376187960,1,18/08/2023 17:29:47,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,38048.70000000298,,,j,75,0,1,0,,,,,1,main task,P01.flac,
88,1692376188561,18/08/2023 16:29:48,1692376188502,1,18/08/2023 17:29:48,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,38591.5,,,j,76,0,1,0,,,,,1,main task,P01.flac,
89,1692376189085,18/08/2023 16:29:49,1692376188978,1,18/08/2023 17:29:48,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,39066.70000000298,,,j,77,0,1,0,,,,,1,main task,P01.flac,
90,1692376189532,18/08/2023 16:29:49,1692376189439,1,18/08/2023 17:29:49,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,39528,,,j,78,0,1,0,,,,,1,main task,P01.flac,
91,1692376190009,18/08/2023 16:29:50,1692376189947,1,18/08/2023 17:29:49,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,40036.5,,,j,79,0,1,0,,,,,1,main task,P01.flac,
92,1692376190545,18/08/2023 16:29:50,1692376190467,1,18/08/2023 17:29:50,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,40555.800000000745,,,j,80,0,1,0,,,,,1,main task,P01.flac,
93,1692376191045,18/08/2023 16:29:51,1692376190983,1,18/08/2023 17:29:50,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,41072.5,,,j,81,0,1,0,,,,,1,main task,P01.flac,
94,1692376191565,18/08/2023 16:29:51,1692376191483,1,18/08/2023 17:29:51,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,41571.900000002235,,,j,82,0,1,0,,,,,1,main task,P01.flac,
95,1692376192018,18/08/2023 16:29:52,1692376191950,1,18/08/2023 17:29:51,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,42039.300000000745,,,j,83,0,1,0,,,,,1,main task,P01.flac,
96,1692376192513,18/08/2023 16:29:52,1692376192456,1,18/08/2023 17:29:52,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,42545.10000000149,,,j,84,0,1,0,,,,,1,main task,P01.flac,
97,1692376193018,18/08/2023 16:29:53,1692376192952,1,18/08/2023 17:29:52,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,43040.70000000298,,,j,85,0,1,0,,,,,1,main task,P01.flac,
98,1692376193540,18/08/2023 16:29:53,1692376193489,1,18/08/2023 17:29:53,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,43578.300000000745,,,j,86,0,1,0,,,,,1,main task,P01.flac,
99,1692376194010,18/08/2023 16:29:54,1692376193955,1,18/08/2023 17:29:53,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,44044,,,j,87,0,1,0,,,,,1,main task,P01.flac,
100,1692376194557,18/08/2023 16:29:54,1692376194462,1,18/08/2023 17:29:54,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,44551.10000000149,,,j,88,0,1,0,,,,,1,main task,P01.flac,
101,1692376195002,18/08/2023 16:29:55,1692376194943,1,18/08/2023 17:29:54,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,45032.10000000149,,,j,89,0,1,0,,,,,1,main task,P01.flac,
102,1692376195517,18/08/2023 16:29:55,1692376195456,1,18/08/2023 17:29:55,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,45544.900000002235,,,j,90,0,1,0,,,,,1,main task,P01.flac,
103,1692376196028,18/08/2023 16:29:56,1692376195950,1,18/08/2023 17:29:55,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,46038.70000000298,,,j,91,0,1,0,,,,,1,main task,P01.flac,
104,1692376196540,18/08/2023 16:29:56,1692376196470,1,18/08/2023 17:29:56,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,46558.800000000745,,,j,92,0,1,0,,,,,1,main task,P01.flac,
105,1692376197076,18/08/2023 16:29:57,1692376196973,1,18/08/2023 17:29:56,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,47061.5,,,j,93,0,1,0,,,,,1,main task,P01.flac,
106,1692376197525,18/08/2023 16:29:57,1692376197467,1,18/08/2023 17:29:57,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,47555.10000000149,,,j,94,0,1,0,,,,,1,main task,P01.flac,
107,1692376198033,18/08/2023 16:29:58,1692376197975,1,18/08/2023 17:29:57,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,48062.300000000745,,,j,95,0,1,0,,,,,1,main task,P01.flac,
108,1692376198562,18/08/2023 16:29:58,1692376198497,1,18/08/2023 17:29:58,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,48584.800000000745,,,j,96,0,1,0,,,,,1,main task,P01.flac,
109,1692376199010,18/08/2023 16:29:59,1692376198954,1,18/08/2023 17:29:58,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,49041.20000000298,,,j,97,0,1,0,,,,,1,main task,P01.flac,
110,1692376199539,18/08/2023 16:29:59,1692376199492,1,18/08/2023 17:29:59,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,49578.900000002235,,,j,98,0,1,0,,,,,1,main task,P01.flac,
111,1692376200058,18/08/2023 16:30:00,1692376199984,1,18/08/2023 17:29:59,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,50071,,,j,99,0,1,0,,,,,1,main task,P01.flac,
112,1692376200506,18/08/2023 16:30:00,1692376200452,1,18/08/2023 17:30:00,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,50538.60000000149,,,j,100,0,1,0,,,,,1,main task,P01.flac,
113,1692376201068,18/08/2023 16:30:01,1692376200958,1,18/08/2023 17:30:00,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,51044.60000000149,,,j,101,0,1,0,,,,,1,main task,P01.flac,
114,1692376201560,18/08/2023 16:30:01,1692376201453,1,18/08/2023 17:30:01,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,51538.900000002235,,,j,102,0,1,0,,,,,1,main task,P01.flac,
115,1692376202021,18/08/2023 16:30:02,1692376201930,1,18/08/2023 17:30:01,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,52015.800000000745,,,j,103,0,1,0,,,,,1,main task,P01.flac,
116,1692376202529,18/08/2023 16:30:02,1692376202457,1,18/08/2023 17:30:02,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,52542.70000000298,,,j,104,0,1,0,,,,,1,main task,P01.flac,
117,1692376203043,18/08/2023 16:30:03,1692376202981,1,18/08/2023 17:30:02,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,53066.900000002235,,,j,105,0,1,0,,,,,1,main task,P01.flac,
118,1692376203528,18/08/2023 16:30:03,1692376203475,1,18/08/2023 17:30:03,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,53560.60000000149,,,j,106,0,1,0,,,,,1,main task,P01.flac,
119,1692376204020,18/08/2023 16:30:04,1692376203960,1,18/08/2023 17:30:03,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,54045,,,j,107,0,1,0,,,,,1,main task,P01.flac,
120,1692376204530,18/08/2023 16:30:04,1692376204465,1,18/08/2023 17:30:04,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,54550,,,j,108,0,1,0,,,,,1,main task,P01.flac,
121,1692376205062,18/08/2023 16:30:05,1692376204997,1,18/08/2023 17:30:04,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,55081.400000002235,,,j,109,0,1,0,,,,,1,main task,P01.flac,
122,1692376205568,18/08/2023 16:30:05,1692376205507,1,18/08/2023 17:30:05,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,55592.10000000149,,,j,110,0,1,0,,,,,1,main task,P01.flac,
123,1692376206117,18/08/2023 16:30:06,1692376206004,1,18/08/2023 17:30:06,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,56088.60000000149,,,j,111,0,1,0,,,,,1,main task,P01.flac,
124,1692376206581,18/08/2023 16:30:06,1692376206501,1,18/08/2023 17:30:06,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,56585,,,j,112,0,1,0,,,,,1,main task,P01.flac,
125,1692376207047,18/08/2023 16:30:07,1692376206997,1,18/08/2023 17:30:06,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,57081.300000000745,,,j,113,0,1,0,,,,,1,main task,P01.flac,
126,1692376207560,18/08/2023 16:30:07,1692376207468,1,18/08/2023 17:30:07,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,57552.300000000745,,,j,114,0,1,0,,,,,1,main task,P01.flac,
127,1692376208039,18/08/2023 16:30:08,1692376207983,1,18/08/2023 17:30:07,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,58067.10000000149,,,j,115,0,1,0,,,,,1,main task,P01.flac,
128,1692376208554,18/08/2023 16:30:08,1692376208503,1,18/08/2023 17:30:08,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,58586.70000000298,,,j,116,0,1,0,,,,,1,main task,P01.flac,
129,1692376209076,18/08/2023 16:30:09,1692376208995,1,18/08/2023 17:30:08,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,59079,,,j,117,0,1,0,,,,,1,main task,P01.flac,
130,1692376209546,18/08/2023 16:30:09,1692376209499,1,18/08/2023 17:30:09,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,59582.70000000298,,,j,118,0,1,0,,,,,1,main task,P01.flac,
131,1692376210064,18/08/2023 16:30:10,1692376210004,1,18/08/2023 17:30:10,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,60087.300000000745,,,j,119,0,1,0,,,,,1,main task,P01.flac,
132,1692376210528,18/08/2023 16:30:10,1692376210452,1,18/08/2023 17:30:10,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,60535.60000000149,,,j,120,0,1,0,,,,,1,main task,P01.flac,
133,1692376211051,18/08/2023 16:30:11,1692376210950,1,18/08/2023 17:30:10,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,61033.300000000745,,,j,121,0,1,0,,,,,1,main task,P01.flac,
